상세검색_서비스분야,상세검색_지원형태,상세검색_신청방법,지원형태,신청기간,접수기관,전화문의,지원대상,선정기준,지원내용,신청방법,제출서류,문의처,관계법령,최종수정일
생활안정,현금,온라인신청,현금,상시신청,주민센터,연수구청 복지정책과 (☎ 032-749-7635),○ 만65세 이상의 연수구에 계속 3개월 이상 거주한 국가보훈대상자,,○ 만 65세 이상의 연수구에 계속 3개월 이상 거주한 국가보훈대상자에게 매 반기 5만원 지원,○ 방문 신청  - 주민센터 : 동 주민센터 방문 신청 - 기타 : 연수구 복지정책과 문의,1. 국가보훈대상자증 사본 등 증빙서류 1부2. 계좌번호가 기재된 통장사본 1부,,,2022-07-11
생활안정,현금,온라인신청,현금현물,상시신청,주민센터,인구일자리정책실 (☎ 061-350-4673),○ 신생아 출생일 기준으로 부 또는 모가 영광군에 주민등록을 두고 거주하며 신생아와 주민등록상 동일 세대인 출산가정,,"○  30만원 상당의 출산축하용품(7종*) 지원    * 7종 : 체온계, 기저귀가방, 휴대용부스터시트, 내의, 속싸개, 방수요, 짱구목베게   ※ 2022. 1월 이후 신청건에 대하여는 출산축하용품 구입비 30만원 지원(영광사랑카드로 지급)",○ 방문 신청  - 주민센터 : 주소지 읍면사무소 방문 신청○ 온라인신청 - 정부24,출산서비스 통합처리신청서,,,2022-03-04
생활안정,현금,온라인신청,현금,상시신청,주민센터,복지인권과 (☎ 041-746-5344),"○ 국가보훈처에 참전유공자로 등록된 자가 사망시, 그 배우자로서 논산시에 주소를 둔 사람",,○ 만 65세 이상 사망한 참전유공자의 배우자에게 매월 5만원 지급,○ 방문 신청  - 주민센터 : 관할 주민센터 신청,,,,2021-12-16
생활안정,현금,온라인신청,현금,상시신청,주민센터,복지정책과 (☎ 032-880-7318),○ 만 65세 이상 전몰군경유가족,,○ 만 65세 이상 전몰군경유가족에게 매달 10만원 지급,○ 방문 신청 - 주민센터 : 거주지 관할 읍면동 주민센터에 방문 신청,"유공자증, 통장",,,2022-07-15
생활안정,현금,온라인신청,현금,2022.01.13~2022.02.28,주민센터,농업기술센터 (☎ 041-537-3616)농업기술센터 (☎ 041-537-3655),○ 친환경농산물 인증을 받은 농업인,,○ 친환경인증을 받은 시설채소 농가에 대해 농업자재 구입비 지원  - 유기농업자재로 공시된 농업자재에 대해서만 지원가능,○ 방문 신청 - 주민센터 : 관할 읍면동 행정복지센터(산업개발팀) 신청,○  친환경 농산물 인증서(유기농/무농약)○ 농어업 경영체 등록증○ 개인 통장사본(계좌번호),,,2022-03-08
생활안정,현금,온라인신청,현금,상시신청,주민센터,동남구 주민복지과 (☎ 041-521-4232),○ 신생아 출생일 기준 6개월 전부터 신청일까지 계속 천안시에 주민등록을 둔 여성장애인,,○ 여성장애인 출산비용 지원 - 심한 장애 : 150만원 - 심하지 않은 장애 : 120만원 - 보건복지부 여성장애인 출산비용지원사업으로 지원받은 경우 차액 지원,○ 방문 신청  - 주민센터 : 주소지 읍면동 방문신청,신청자 신분증신청서 1부개인정보 제공 및 활용 동의서 1부출생증명서 1부등 · 초본 상세 각 1부여성장애인 본인 명의 입금 계좌 통장 사본,,,2022-07-18
생활안정,현금,온라인신청,현금,상시신청,주민센터,복지인권과 (☎ 041-746-5344),○ 참전유공자 예우 및 단체설립에 관한 법률 제2조제2호의 규정에서 정한 사람으로 법 제5조에 따라 국가보훈처에 참전유공자로 등록된 자 중 논산시에 주소를 둔 사람,,○ 만 65세 이상 참전유공자에게 월 15만원 지급,○ 방문 신청  - 주민센터 : 관할 주민센터 신청,,,,2021-12-16
생활안정,현금,온라인신청,현금,상시신청,주민센터,노인장애인과 (☎ 061-797-3107),○ 정도가 심한 장애인,,"○ 심한 정도의 장애인에게 월 15,000원 현금 지원",○ 방문 신청  - 주민센터 : 주소지 관할 읍면동 주민센터에 방문 신청,,,,2022-07-15
생활안정,현금,온라인신청,현금,상시신청,주민센터,주민복지과 복지기획팀 (☎ 061-780-2434),○ 국가보훈대상자 미망인 또는 유족,,○ 국가유공자 본인이 사망한 경우 배우자 또는 유족에게 매달 5만원 지원,"○ 방문 신청 - 주민센터 : 거주지 관할 읍면동 주민센터 주민생활지원팀 및 맞춤형복지팀 방문 - 구비서류 : 수당신청서, 유공자증, 통장사본",,,,2022-07-21
생활안정,현금,온라인신청,현금,상시신청,주민센터,여성아동과 (☎ 051-607-4355),기준 중위소득 52프로이하인 저소득 한부모가족 및 조손가족  기준 중위소득 60프로 이하인 저소득 청소년 한부모가족(만24세이하 모 또는 부),,"*대상: 기준 중위소득 52프로이하인 저소득 한부모가족 및 조손가족-아동양육비 지원       #기준 중위소득 52프로 이하의 가족의 만18세 미만의 자녀: 자녀 1인당 월 20만원       #생계급여를 지원받는 한부모가족의 만18세 미만 자녀: 자녀 1인당 월20만원-추가아동양육비 지원       #기준 중위소득 52프로이하인 조손 및 만 35세이상 미혼 한부모가족의 만5세이하 아동: 자녀 1인당 월5만원        #기준 중위소득52프로이하인 만25세이상 34세이하 청년한부모가족의 만5세이하 아동: 자녀 1인당 월10만원        #기준 중위소득52프로이하인 만25세이상 34세이하 청년 한부모가족의 만6세이상 18세 미만 아동: 자녀 1인당 월5만원-중고등학생 학용품비지원       #기준 중위소득52프로이하인 가족의 중학생 고등학생 자녀: 자녀 1인당 연 8.3만원-생활보조금:        #한부모가족복지시설에 입소한 가족 중 소득인정액이 기준 중위소득52프로 이하인 가족:가구당 월 5만원  *대상: 기준 중위소득 60프로 이하인 저소득 청소년 한부모가족(만24세이하 모 또는 부)-아동양육비     #기준중위소득 60프로이하인 가족의 자녀: 자녀 1인당 월 35만원 (*한부모가족 아동양육비 월20만원받는경우는 차액으로 15만원 지급)     #국민기초생활보장법에 따른 생계급여를 지원받는 청소년한부모의 자녀: 자녀 1인당 월35만원(*한부모가족 아동양육비 월20만원받는경우는 차액으로 15만원 지급)-검정고시 학습비 등     #기준 중위소득 60프로이하인 가족으로서, 부 또는 모가 검정고시를 준비하는 경우: 연 154만원 지원-고등학생 교육비     #기준 중위소득 60프로 이하인 가족으로서, 부 또는 모가 고등학교에 재학하는 경우: 실비-자립촉진  수당     #기준 중위소득 60프로 이하인 가족으로서 부 또는 모가 학업이나 취업활동을 하는 경우 : 가구당 월 10만원  ** 소득인정액 기준한부모 및 조손가족- 기준중위소득 52프로 : 2인기준(1,695,244)/3인기준(2,181,245)4인기준(2,662,962)/5인기준(3,132,748)/6인기준(3,591,642)청소년한부모가족 - 기준중위소득 60프로 : 2인기준(1,956,051)/3인기준(2,516,821)4인기준(3,072,648)5인기준(3,614,709)/6인기준(4,144,202)",*방문신청: 거주지 관할 행정복지센터에 방문 신청*온라인신청: 복지로 (https://www.bokjiro.go.kr)사이트 신청,,,,2022-07-27
생활안정,현금,온라인신청,현금,상시신청,시·군·구청,가족행복과 (☎ 041-830-2503),"<일반가정위탁보호>○ 보호자가 없거나 보호자로부터 이탈 된 아동 또 보호자가 아동을 학대하는 경우, 기타 보호자가 아동을 양육하기에 적당하지 아니하거나 양육하기 어려운 아동(조부모, 친인척, 그 외 아동의 보호를 희망하는 자에게 가정위탁보호 수행) <전문가정위탁보호>○ 학대아동,  36개월미만 영아,  장애,  경계선지능 등 전문적인 보호가 필요한 아동",,○ 아동 1인당 양육보조금 지원○ 위탁보호 결정아동에게 생계급여 등 제공○ 아동발달지원계좌 지원(최대 월 10만원)○ 보호기간동안 상해보험료 지원○ 심리검사⋅치료비 지원○ 위탁가정 전세주택 지원(국토교통부)○ 18세 이상 가정위탁보호 종결아동  자립정착금 및 자립수당 지급,○ 방문 신청  - 시군구 : 아동을 위탁하여 양육하고자 하는 조부모 또는 친.인척은 아동의 거주지를 관할하는 시.군.구 또는 읍.면.동에 가정위탁보호신청서 제출,,,,2022-07-14
생활안정,현금,온라인신청,현금,2022.05.01~2022.05.31,주민센터,복지정책과 (☎ 041-940-2094),○ 결혼이민자 중 입국 후 3년 이상 된 가정(동 사업 기 수혜자 무조건 지원 대상 제외 원칙),,○ 결혼이민자 가정이 모국 방문 시 항공료 지원,○ 방문 신청 - 주민센터 : 읍면 주민센터 방문하여 신청,"○ 주민등록등본○ 가족관계증명서○ 혼인관계증명서○ 출입국사실증명서○ 건강보험료 납부확인서 또는 영수증, 통장사본○ 기초생활수급자, 차상위, 기타 저소득 증빙 서류(해당 시)",,,2021-11-08
생활안정,현금,온라인신청,현금,상시신청,주민센터,남원시청 주민복지과 (☎ 063-620-6210),"○ 호국영웅 해피데이 지원 - 남원시 보훈수당 지원받는 국가유공자 ○ 국가보훈대상자 사망위로금 - 남원시 보훈수당 지원받는 국가유공자 ○ 독립유공자 및 유족 격려(3.1절, 광복절) - 독립유공자 유족 27명",,"○ 호국영웅 해피데이 지원 - 남원시 보훈수당 지원받는 국가유공자 당사자 생일 해당 월에 지원 - 6.25참전 10만원, 그 외 유공자 5만원 ○ 국가보훈대상자 사망위로금 - 남원시 보훈수당 지원받는 국가유공자 당사자 사망시 지원  - 6.25참전 20만원, 그 외 유공자 15만원 ○ 독립유공자 및 유족 격려(3.1절, 광복절) - 독립유공자 유족에 3.1절, 광복절 10만원씩 격려금 지원",○ 방문 신청  - 주민센터 : 읍면동 행정복지센터 방문 신청,,,,2021-11-24
생활안정,현금,온라인신청,현금,상시신청,주민센터,복지정책과 (☎ 062-410-6288),○ 북구 거주 1년이상 만 65세 이상 참전유공자에게 수당 및 사망 위로금 지급,,"○ 1년 이상 북구 거주 만 65세 이상 참전유공자 - 참전명예수당 : 분기 3만원 지원 - 사망 위로금 : 100,000원(1회) 지원",○ 온라인신청 - 문서24:open.gdoc.go.kr○ 방문 신청 - 주민센터 : 거주지 관할 읍면동 주민센터에 방문 신청,"○ 북구 참전유공자 명예수당    - 참전유공자증 사본 1부   - 통장사본 1부○ 참전유공자 사망위로금  - 사망위로금 지급 신청서, 사망진단서 등 사망을 확인할 수 있는 서류 1부, 사망자와의 관계를 확인할 수 있는 가족관계증명서,통장사본",,,2022-02-03
생활안정,현금,온라인신청,현금,상시신청,주민센터,주민복지과 (☎ 061-860-5822),○ 장흥군에 주민등록을 두고 거주하는 65에상 중 국가유공자 및 그 유족,,○ 보훈명예수당: 월 5만원,○ 방문 신청 - 주민센터 : 주소지 행정복지센터에 수당지급신청서 제출,,,,2022-02-03
생활안정,현금,온라인신청,현금,상시신청,주민센터,사회복지과 (☎ 033-570-3328),○ 관내 거주하는 중증장애인 중 장애인연금법 상 중증장애인에 해당되는 자,,○ 1인당 월 2만원 교통비 지급,○ 방문 신청 - 주민센터 : 거주지 관할 읍면동 주민센터에 방문 신청,,,,2021-11-26
생활안정,현금,온라인신청,현금,상시신청,주민센터,여주시청 복지행정과 (☎ 031-887-2212),"○ 국가보훈대상자(보훈명예수당, 참전유공자수당, 사망위로금, 호국보훈의달 위로금) ○ 사망한 참전유공자 배우자(여주시 1년이상 거주)",,"○ 국가보훈대상자 수당 지급 ○ 보훈명예수당 75세 이상 월 100,000원/미만 70,000원 ○ 참전유공자수당 월 50,000원(80세 이상) ○ 호국보훈의 달 위로금(6월) 50,000원 연1회 ○ 명절위로금 (설, 추석) 50,000원 연2회 ○ 사망위로금 : 국가보훈대상자 사망 시 150,000원 1회 ○ 사망한 참전유공자 배우자복지수당 월 70,000원",○ 방문 신청 - 주민센터 : 주소지 관할 읍·면·동 주민센터 방문,,,,2022-02-07
