상세검색_서비스분야,상세검색_지원형태,상세검색_신청방법,게시글_id,게시글_url,제목,요약,지역상위,지역하위,지원형태,신청기간,접수기관,전화문의,지원대상,선정기준,지원내용,신청방법,제출서류,문의처,최종수정일,스크랩시간
고용-창업,이용권,타사이트신청,149200000052,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/149200000052?administOrgCd=ALL,근로복지기금지원,대기업-중소기업 간 상생협력을 촉진하여 일자리 복지 격차를 완화하고 중소기업 저소득 취약계층 근로자 복지증진 도모,중앙부처,,이용권,접수기관 별 상이,근로복지공단,근로복지공단 (☎ 052-704-7304),○ 사내근로복지기금지원 - 기금법인에서 직접 수급 업체 근로자 또는 파견근로자의 복지증진을 위해 지출을 하거나 중소기업의 기금법인이 원청 등으로부터 출연을 받은 경우 ○ 공동근로복지기금지원 - 중소기업을 포함한 둘 이상의 사업주가 이익의 일부를 출연하여 공동근로복지기금을 조성한 경우,지원대상과 동일,"○ 사내근로복지기금지원: 지원(출연액)비용의 50% 범위(기금법인당 2억원 한도) ○ 공동근로복지기금지원: 출연금액의 100% 범위 - 공동근로복지기금 참여 사업주 출연금액: 최대 5년간 누적 20억원(참여사업장 수 등에 따라 차등) - 대기업(원청) 등의 출연금액: 매년 최대 10억(참여사업장 수 등에 따라 차등) - 지방자치단체 출연금액: 최대 3년간 매년 6억원(참여사업장 수 등에 따라 차등) - 단, 둘 이상 기업 간 법인세법 시행령 제87조(특수관계인의 범위) 제1항 각호에 해당하는 경우 지원 제한",○ 신청방법: 근로복지공단 복지사업국 복지계획부 우편 또는 팩스 접수 ○지원절차: 지원신청 → 지원여부·지원금액 심의·결정·통지 → 사업집행·출연 → 지원금 지급신청 → 증빙자료 검토·확인 → 지원금 지급,"○ 사내근로복지기금지원 - 대기업(또는 도급업체)·중소기업(또는 수급업체)·기금법인의 법인등기부등본 각 1부  - 대기업(또는 도급업체)·중소기업(또는 수급업체)의 사업자등록증 사본 각 1부  - 중소기업(또는 수급업체)의 중소기업 확인서 1부  - 기금법인의 정관 1부  - 기금법인의 해당 연도 사업계획서 1부 - 별지 제2호 또는 제2호의2 서식에 따른 지원금 관련 사업계획서 1부  - 별지 제2호의3 서식에 따른 서약서 1부  ○ 복지시설 설치의 경우 추가 제출 서류 - 시설 건립비의 경우: 별지 제3호 서식에 따른 복지시설 공사비 산출내역서 1부, 토지 등기사항증명서 1부 - 시설 매입비의 경우: 건물 매매계약서 사본 1부 - 시설 개·보수비의 경우: 별지 제3호 서식에 따른 복지시설 공사비 산출내역서 1부, 건물 등기사항증명서 1부, 건축물 관리대장 1부 - 시설 전환비의 경우: 별지 제3호 서식에 따른 복지시설 공사비 산출내역서 1부, 건물 등기사항증명서 1부, 건축물 관리대장 1부 ○ 공동근로복지기금지원 - 대기업ㆍ중소기업ㆍ공동기금법인의 법인등기부등본 각 1부 - 대기업․중소기업의 사업자등록증 사본 각 1부 - 중소기업의 중소기업확인서 1부 - 공동기금법인의 정관 1부 - 공동기금 출연확인서 또는 재산목록 1부 - 사업계획서 및 예산서 1부 - 별지 제2호의3 서식에 따른 서약서 1부",근로복지공단 (☎  052-704-7304),2021-05-18,202210061351
고용-창업,이용권,타사이트신청,999000000084,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/999000000084?administOrgCd=ALL,창업기업지원 서비스바우처,"세무, 회계, 기술보호 등 비용 지원을 통해 청년 창업자가 기업활동에 집중할 수 있는 여건 조성 등 사업 안정화에 기여",중앙부처,,이용권,접수기관 별 상이,창업진흥원 창업저변부,창업진흥원 창업저변부 (☎ 044-410-4481),○ 만 39세 이하 청년창업자로  창업 3년 이내 중소기업,"○ 지원요건(연령, 업력 등) 충족여부, 필수서류 제출여부 등을 검토하여 우선신청자 순 선정","○ 창업 3년 이내 청년창업기업의 세무, 회계, 기술 임치 등에 소요되는 비용을 연간 100만원, 최대 2년까지 바우처로 지원",○ K-스타트업 홈페이지(www.K-startup.go.kr)에 접속-회원가입(개인 회원) 후 로그인 - 창업기업지원 서비스바우처 신청하기 클릭 - 신청 서류 작성 및 업로드,"회원가입, 온라인신청서 및 증빙서류(사업자등록증, 법인등기부등본 등)",창업진흥원 창업저변부 (☎  044-410-4481),2022-01-26,202210061351
고용-창업,이용권,타사이트신청,149200000060,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/149200000060?administOrgCd=ALL,기업복지활성화 지원,"○ 기업복지 상담 - 공동근로복지기금 도입을 위한 컨설팅 제공",중앙부처,,이용권,접수기관 별 상이,근로복지공단,근로복지공단 (☎ 052-704-7354),○ 기업복지상담 - 공동근로복지기금 도입 의사가 있는 사업장,지원대상과 동일,"○ 기업복지 상담  - 노무사·세무사·법무사 등 상담사를 위촉하여 기본·심화·도입 상담 무료 제공   - 기본 상담: 기업 신청에 따른 방문 상담 제공  - 심화 상담: 기본 상담을 통해 공동근로복지기금 도입 의사가 있는 기업 대상으로 사업장 진단·분석, 제도설계, 운영기법 전수 - 도임 상담:  공동근로복지기금제도 도입 결정한 기업을 대상으로 기금법인 설립까지 필요한 모든 절차에 대한 상담 지원",근로복지넷(www.workdream.net) 신청,,근로복지공단 (☎  052-704-7354),2020-12-17,202210061351
고용-창업,이용권,타사이트신청,SD0000010879,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/SD0000010879?administOrgCd=ALL,수출바우처 지원(중소벤처기업부),"내수 및 수출 중소기업을 대상으로 역량별․규모별 해외마케팅 지원을 통해 내수기업의 수출기업화, 기존 수출기업의 수출고도화",중앙부처,,이용권,연2회,중소벤처기업진흥공단,중소벤처기업진흥공단 수출마케팅사업 (☎ 055-751-9726),"○ 제조업 및 지식서비스업 영위 중소기업(단 직전 연도 수출액 500만불 미만 기업) ○ 글로벌강소기업 과제는 글로벌강소기업 지정기업 및 수출 500만불 이상 소부장 강소기업 ○ 수출경쟁력, 수출 의지, 경영능력 등을 종합평가","○ 현장에서 글로벌 역량평가를 통해 수출경쟁력, 수출 의지, 경영능력 등을 종합평가","○ 제조업, 제조업 관련 서비스업 또는 지식 기반 관련 서비스업을 영위하는 중소기업 수출 관련 교육, 디자인, 바이어연계, 심층 시장조사, 글로벌 브랜드 개발 등 수출에 필요한 해외 마케팅을 매출 및 수출역량별로 차등 지원",온라인(http://www.exportvoucher.com - 참여기업 신청하기 - 수출바우처),"신청서, 개인 및 법인 정보 조회 동의서, 사업자등록증, 법인 등기부 등본, 수출실적 증명원 등",중소벤처기업진흥공단 수출마케팅사업 (☎  055-751-9726),2021-12-07,202210061351
고용-창업,이용권,타사이트신청,145000000083,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/145000000083?administOrgCd=ALL,수출바우처 지원(산업통상자원부),수출역량을 키우고픈 중소중견기업에 보조금을 바우처 형태로 지급하여 자율적으로 수출지원서비스를 선택하여 활용할 수 있도록 지원,중앙부처,,이용권,사업별 상이(수출바우처 홈페이지 내 사업별 공고문 참고),대한무역투자진흥공사,대한무역투자진흥공사 (☎ 02-3460-3422),○ 중소중견기업,"○ 세부 사업별 상이(www.수출바우처.com 참조) ○ 중복수혜불가 조건 - 산업통상자원부장관과 중소벤처기업부장관이 실시하는 수출지원기반활용(수출바우처)사업 공고에 포함되어, 수출지원기반활용사업에 참가할 수출 중소중견기업을 선발하는 기준과 지원예산규모, 바우처 발행금액 등이 규정되어 있는 해외시장 개척 사업에 선정된 기업 또는 그 특수관계 기업  - 농림부, 해수부, 지자체 수출바우처사업(통합형)의 참여기업 또는 그 특수관계기업  - 수출지원기반활용사업에 수행기관으로 참여하고 있는 기업 또는 그 특수관계 기업","○ 수출바우처 발급기업은 전시회/해외영업지원, 컨설팅, 해외규격인증, 역량강화 교육, 통번역, 디자인 개발 등 수출업무에 필요한 12개 분야 서비스와 그 수행기관을 자유롭게 선택하여 구매하고 이용가능",수출지원기반활용사업 홈페이지 온라인 신청(www.exportvoucher.com) - 사업안내 - 참여기업 신청 -  참여기업 사업신청,수출바우처 홈페이지 내 사업별 공고문 참고,대한무역투자진흥공사 (☎  02-3460-3422),2021-12-03,202210061351
고용-창업,이용권,타사이트신청,SD0000012636,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/SD0000012636?administOrgCd=ALL,중소기업을 위한 대학·연구기관 연구 장비 공동활용 지원,연구시설·장비 및 서비스의 공동활용을 촉진하여 중소기업의 효율적 연구개발 기반 조성,중앙부처,,이용권,구매신청 3.7~3.18,한국산학연협회,한국산학연협회 (☎ 044-410-3322),○ 중소기업 기본법 제2조에 의한 중소기업,"주관연구개발기관(중소기업)은 연구기반공유시스템을 통해 바우처를 신청하고, 관리기관(한국산학연협회)은 바우처 구매 자격 확인 후 승인  ➀ 상반기 바우처 구매 신청   ➁ 바우처 구매자격 검토(신규 참여기업 우선발행을 위한 우선순위 확인)     * 신청 수요가 지원예산을 초과하는 경우 온오프라인 추첨식을 진행하여 구매자격 부여  ➂ 바우처 예산 조정 및 발행 : 기업선도형 2,000백만원, 기반플러스형 6,300백만원에 맞추어 바우처 신청 금액 조정     * 사업 예산 초과 시 초과비율에 따라 바우처 신청 금액 삭감 후 바우처 발행     * 주관연구개발기관은 운영기관과 사전협의한 공동활용협의서 제출","○ 중소기업이 연구 장비와 장비 전문인력의 서비스를 이용할 수 있도록 온라인 바우처(쿠폰) 방식으로 지원 - (기업선도형) 중소기업이 시험·분석 등 단순 목적을 포함하여 대학·연구기관 등의 연구시설·장비를 원활하게 활용토록 지원 - (기반플러스형) 중소기업이 연구개발을 목적으로 대학·연구기관 등의 연구시설·장비 및 서비스*를 종합적으로 활용토록 지원     * 첨단공동활용장비(슈퍼컴퓨터 등), 장비이용 및 사용자문, 장비활용방법 교육 등","주관연구개발기관은 연구기반공유시스템(http://www.rss.auri.go.kr)을 통해 바우처를 신청하고, 관리기관은 바우처 구매 자격 확인 후 승인    ➀ 상반기 바우처 구매 신청    ➁ 바우처 구매자격 검토 : 신규 참여기업 우선발행을 위한 우선순위 확인      * 신청 수요가 지원예산을 초과하는 경우 온오프라인 추첨식을 진행하여 구매자격 부여    ➂ 바우처 예산 조정 및 발행 : 기업선도형 2,000백만원, 기반플러스형 6,300백만원에 맞추어 바우처 신청 금액 조정      * 사업 예산 초과 시 초과비율에 따라 바우처 신청 금액 삭감 후 바우처 발행      * 주관연구개발기관은 운영기관과 사전협의한 공동활용협의서 제출",사업 신청서(온라인 신청 http://www.rss.auri.go.kr),한국산학연협회 (☎  044-410-3322),2022-06-15,202210061351
고용-창업,이용권,방문신청,WII000000120,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/WII000000120?administOrgCd=ALL,북한이탈주민 자립자활 지원,탈북민의 경제적 자립,중앙부처,,이용권,상시신청,북한이탈주민지원재단,북한이탈주민지원재단 (☎ 02-3215-5771),○ 북한이탈주민,지원대상과 동일,○ 일자리 창출 및 교육,"전화, 우편 등",,북한이탈주민지원재단 (☎  02-3215-5771),2021-10-21,202210061351
고용-창업,이용권,방문신청,383000000137,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/383000000137?administOrgCd=ALL,안양시 청소년의 날 기념 만9세 축하이용권 지급(청소년증 발급시),,경기도,안양시,이용권,상시신청,주민센터,안양시청 교육청소년과 (☎ 031-8045-2725),"❍ 대    상 : 안양시 거주 만 9세     ① 신청일 기준 만 9세 청소년으로    ② 안양시에 주민등록이 되어있으며    ③ 최초로 청소년증 발급을 신청하여 교부받은 사람       ※ ①+②+③ 모두 충족할 것, 재발급은 지원불가",,"청소년증 발급에 따른 안양시 청소년의 날 기념 축하이용권 지급   ❍ 대    상 : 안양시 거주 만 9세     ① 신청일 기준 만 9세 청소년으로    ② 안양시에 주민등록이 되어있으며    ③ 최초로 청소년증 발급을 신청하여 교부받은 사람       ※ ①+②+③ 모두 충족할 것, 재발급은 지원불가  ❍ 지원내용 : 축하이용권 지급    ▸문화상품권(10,000원권)    ▸안양 FC안양프로축구단 경기관람 초대권    ▸축하기념품(간편배낭)  ❍ 지원방법 : 동행정복지센터에서 청소년증 교부 시 이용권 지급",신청장소 : 주소지와 관계없이 가까운 동주민센터,"청소년증 제출서류 : 사진1매(3×4), 발급신청서(주민센터 비치),신분증(대리인 등)",안양시청 교육청소년과 (☎  031-8045-2725),2022-07-07,202210061351
고용-창업,이용권,방문신청,383000000134,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/383000000134?administOrgCd=ALL,"청년면접스타일링(헤어,메이크업) 지원 서비스",,경기도,안양시,이용권,상시신청,시·군·구청,일자리정책과 (☎ 031-8045-2362),안양시 주민등록 청년구직자(19 ~ 39세) 및 특성화고 졸업예정자,," 헤어 및 메이크업 비용 지원(1인 각3만원) - 이용방법 : 사전신청 후 지정된 업체 방문하여 이용 - 이용횟수 : 1인당 연간 5회까지 가능 - 이용업체 : 협회에서 지정된 업체(만안20, 동안16) 중 선택",‣안양시 일자리센터 홈페이지(www.anyang.go.kr/job) 방문 ‣프로그램 >안양청년면접지원 >안양청년면접스타일링 >신청하기,"본인임을 특정할 수 있는 면접예정 확인 서류(면접통보 문자, 메일 등)",일자리정책과 (☎  031-8045-2362),2022-07-07,202210061351
고용-창업,이용권,방문신청,149200000030,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/149200000030?administOrgCd=ALL,체불청산 지원 융자(사업주 및 근로자),근로자들에게 임금을 체불한 사업주와 임금체불로 생계에 어려움을 겪는 근로자에게 융자,중앙부처,,이용권,접수기관 별 상이,고용노동부,고용노동부 고객상담센터 (☎ 1350),"<사업주 융자> ○ 사업주 요건 - 법 적용 대상이 되는 300인 이하 가동사업장으로 1년 이상 해당 사업을 하고 있는 사업주 ○ 근로자 요건 - 퇴직근로자: 6월 이상 계속 근로하고 신청일 기준 1년 이내에 퇴직한 근로자 - 재직근로자: 신청일까지 6개월 이상 계속 근로한 근로자 ○ 일시적 경영상의 어려움 - 신청일이 속한 달의 직전달(이하 기준달)의 재고량이 직전 연도 월평균 재고량 대비 50% 증가 - 기준달 생산량이 직전년도 월평균 또는 직전 3개월의 월평균 또는 직전 연도 같은달 대비 15% 감소 - 기준달 매출액이 직전년도 월평균 또는 직전 3개월의 월평균 또는 직전 연도 같은달 대비 15% 감소 - 기준달 재고량과 직전 2분기의 분기별 월평균 재고량이 계속 증가 추세 - 기준달 매출액과 직전 2분기의 분기별 월평균 매출액이 계속 감소 추세 - 기준달 원자재 가격이 직전년도 월평균 또는 직전 3개월의 월평균 또는 직전 연도 같은달 대비 15% 상승 - 거래 상대방으로부터 받지 못한 거래대금이 전체 근로자 총 체불임금의 50% 이상 - 기타 재고량 증가추세, 매출액 감소추세 <체불근로자 생계비 융자> ○ 근로자 요건 - 퇴직근로자: 체불 사업장에서 융자 신청일 이전 6개월 이내에 퇴직 - 재직근로자: 체불 사업장(폐업 제외)에서 재직 중 ○ 체불 요건 - 신청일 이전 1년 동안 1개월분 이상 임금 등이 체불",지원대상과 동일,"<사업주 융자> ○ 근로자들에게 임금을 체불한 사업주에게 자금 융자 - 사업장당 1억원 한도, 근로자 1인당 1천만원 한도 ○ 이자율 - 담보: 2.2%, 신용 및 연대보증: 3.7% ○ 상환기간 - 1년 거치 후 2년 분할상환 <체불근로자 생계비 융자> ○ 임금체불로 생계에 어려움을 겪는 근로자에게 자금 융자 - 재직자 및 퇴직자 1인당 1천만원 한도 ○ 이자율 - 1.5%(신용보증료 연 1% 별도) ○ 상환기간 - 1년 거치후 3년 또는 4년 원금균등분할상환 중 선택","<사업주 융자> ○ 고용노동관서 : 융자금 지급 사유 확인 신청 → 융자 요건, 체불액 등 미지급 사유, 융자금 지급 사유 확인 ○ 근로복지공단 : 사업주 융자신청 → 융자조건 확인 후 융자 결정 ○ 중소기업은행 : 사업주 융자 계약 체결 → 융자금 근로자 계좌 입금 <체불근로자 생계비 융자> ○ 근로복지공단: 융자 및 신용 보증 신청, 융자결정, 보증서 발생 및 은행 통보 ○ 중소기업은행: 융자계약 체결 및 융자금 지급",<사업주 융자> ○ 융자금 지급 사유 확인 신청서 ○ 일시적인 경영상의 어려움을 증명하는 자료 ○ 해당 사업 1년 이상 영위한 증빙자료 ○ 상시근로자 수 300인 이하 증빙자료 ○ 체불임금 증빙자료 ○ 근로자 입사일과 퇴사일 증빙자료  <체불근로자 생계비 융자> ○ 생계비 융자 신청서 ○ (건설일용근로자) 체불확인서(고용보험법령에 따른 근로내용 확인신고가 있는 경우에 한함) 또는 법원 확정판결문 또는 체불 임금등 사업주확인서 ○ (건설일용근로자 외) 체불확인서(재직근로자에 한함) 또는 법원 학정판결문(재직근로자에 한함) 또는 체불 임금등 사업주확인서,고용노동부 고객상담센터 (☎  1350),2022-06-13,202210061351
